"행정구역","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0세","2026년06월_계_1세","2026년06월_계_2세","2026년06월_계_3세","2026년06월_계_4세","2026년06월_계_5세","2026년06월_남_총인구수","2026년06월_남_연령구간인구수","2026년06월_남_0세","2026년06월_남_1세","2026년06월_남_2세","2026년06월_남_3세","2026년06월_남_4세","2026년06월_남_5세","2026년06월_여_총인구수","2026년06월_여_연령구간인구수","2026년06월_여_0세","2026년06월_여_1세","2026년06월_여_2세","2026년06월_여_3세","2026년06월_여_4세","2026년06월_여_5세"
"전라남도 순천시 중앙동(4615062000)","2,394","25","1","6","4","4","5","5","1,235","12","1","2","2","3","3","1","1,159","13","0","4","2","1","2","4"
"전라남도 순천시 도사동(4615063500)","16,637","494","88","69","69","70","87","111","8,317","233","44","32","33","30","42","52","8,320","261","44","37","36","40","45","59"
"전라남도 순천시 왕조1동(4615066100)","45,992","2,283","414","382","322","398","389","378","22,771","1,153","210","184","161","212","203","183","23,221","1,130","204","198","161","186","186","195"
"전라남도 순천시 왕조2동(4615066500)","16,464","428","67","74","58","77","65","87","8,049","210","34","42","19","37","28","50","8,415","218","33","32","39","40","37","37"
"전라남도 나주시 (4617000000)","116,691","4,671","833","777","817","701","776","767","59,076","2,376","443","392","404","355","395","387","57,615","2,295","390","385","413","346","381","380"
"전라남도 나주시 남평읍(4617025000)","11,548","369","59","54","64","64","59","69","5,805","189","35","30","29","33","33","29","5,743","180","24","24","35","31","26","40"
"전라남도 나주시 세지면(4617031000)","2,254","14","4","3","3","1","2","1","1,183","6","3","1","0","1","1","0","1,071","8","1","2","3","0","1","1"
"전라남도 나주시 왕곡면(4617032000)","2,527","20","8","5","2","1","3","1","1,339","10","5","2","0","0","2","1","1,188","10","3","3","2","1","1","0"
"전라남도 나주시 반남면(4617033000)","1,214","9","2","1","1","1","2","2","631","7","1","1","1","1","1","2","583","2","1","0","0","0","1","0"
"전라남도 나주시 공산면(4617034000)","1,989","12","0","4","2","3","2","1","1,033","4","0","1","0","2","0","1","956","8","0","3","2","1","2","0"
"전라남도 나주시 동강면(4617035000)","2,162","17","4","2","4","3","3","1","1,102","7","1","1","2","2","1","0","1,060","10","3","1","2","1","2","1"
"전라남도 나주시 다시면(4617036000)","3,194","18","3","4","4","1","4","2","1,654","10","2","2","2","1","2","1","1,540","8","1","2","2","0","2","1"
"전라남도 나주시 문평면(4617037000)","1,666","9","2","2","1","1","1","2","863","6","1","1","0","1","1","2","803","3","1","1","1","0","0","0"
"전라남도 나주시 노안면(4617038000)","4,060","31","6","8","6","3","4","4","2,152","15","4","2","4","0","2","3","1,908","16","2","6","2","3","2","1"
"전라남도 나주시 금천면(4617039000)","6,757","351","91","66","57","34","55","48","3,432","164","39","34","23","19","26","23","3,325","187","52","32","34","15","29","25"
"전라남도 나주시 산포면(4617040000)","2,966","20","4","3","4","4","3","2","1,581","11","3","2","4","1","1","0","1,385","9","1","1","0","3","2","2"
"전라남도 나주시 다도면(4617042000)","1,735","10","3","0","3","2","1","1","905","7","3","0","1","1","1","1","830","3","0","0","2","1","0","0"
"전라남도 나주시 봉황면(4617043000)","3,668","22","4","5","4","2","6","1","1,969","9","2","1","0","2","4","0","1,699","13","2","4","4","0","2","1"
"전라남도 나주시 송월동(4617051000)","11,274","643","110","105","120","88","109","111","5,640","327","73","47","58","36","61","52","5,634","316","37","58","62","52","48","59"
"전라남도 나주시 영강동(4617052000)","2,420","35","8","6","6","4","6","5","1,220","15","3","3","4","0","4","1","1,200","20","5","3","2","4","2","4"
"전라남도 나주시 금남동(4617054000)","4,119","73","11","10","21","9","12","10","2,065","40","7","5","10","6","5","7","2,054","33","4","5","11","3","7","3"
"전라남도 나주시 성북동(4617055000)","7,837","168","37","20","21","31","26","33","3,923","94","18","12","15","16","17","16","3,914","74","19","8","6","15","9","17"
"전라남도 나주시 영산동(4617058000)","2,667","23","4","4","3","5","2","5","1,395","11","3","2","1","2","0","3","1,272","12","1","2","2","3","2","2"
"전라남도 나주시 이창동(4617060000)","3,062","55","10","9","10","10","9","7","1,645","30","6","5","5","6","4","4","1,417","25","4","4","5","4","5","3"
"전라남도 나주시 빛가람동(4617062000)","39,572","2,772","463","466","481","434","467","461","19,539","1,414","234","240","245","225","229","241","20,033","1,358","229","226","236","209","238","220"
"전라남도 광양시 (4623000000)","155,975","6,064","1,218","1,051","874","935","945","1,041","81,872","3,144","650","564","441","453","489","547","74,103","2,920","568","487","433","482","456","494"
"전라남도 광양시 광양읍(4623025000)","49,517","1,607","327","256","242","260","243","279","25,530","858","172","150","123","130","128","155","23,987","749","155","106","119","130","115","124"
"전라남도 광양시 봉강면(4623031000)","1,946","19","3","3","4","2","4","3","1,019","10","1","2","2","2","1","2","927","9","2","1","2","0","3","1"
"전라남도 광양시 옥룡면(4623032000)","2,760","15","1","3","2","2","3","4","1,395","7","0","1","2","0","2","2","1,365","8","1","2","0","2","1","2"
"전라남도 광양시 옥곡면(4623033000)","4,690","102","24","19","13","18","18","10","2,407","52","17","10","4","9","9","3","2,283","50","7","9","9","9","9","7"
"전라남도 광양시 진상면(4623034000)","2,409","11","2","2","0","1","2","4","1,240","5","0","1","0","1","1","2","1,169","6","2","1","0","0","1","2"
"전라남도 광양시 진월면(4623035000)","2,415","25","1","3","5","5","2","9","1,207","11","0","2","2","1","0","6","1,208","14","1","1","3","4","2","3"
"전라남도 광양시 다압면(4623036000)","1,542","12","4","4","1","0","3","0","769","6","3","0","1","0","2","0","773","6","1","4","0","0","1","0"
"전라남도 광양시 골약동(4623051500)","13,085","1,645","342","337","226","234","259","247","6,783","825","180","175","111","111","129","119","6,302","820","162","162","115","123","130","128"
"전라남도 광양시 중마동(4623053000)","56,831","2,240","457","368","331","342","344","398","30,243","1,181","249","193","172","166","191","210","26,588","1,059","208","175","159","176","153","188"
"전라남도 광양시 광영동(4623054000)","9,890","178","22","23","26","31","35","41","5,292","87","10","15","12","13","10","27","4,598","91","12","8","14","18","25","14"
"전라남도 광양시 금호동(4623055000)","9,501","200","35","28","24","38","30","45","5,218","99","18","14","12","19","15","21","4,283","101","17","14","12","19","15","24"
"전라남도 광양시 태인동(4623057000)","1,389","10","0","5","0","2","2","1","769","3","0","1","0","1","1","0","620","7","0","4","0","1","1","1"
"전라남도 담양군 (4671000000)","44,031","915","172","143","159","164","126","151","22,268","477","84","86","80","89","60","78","21,763","438","88","57","79","75","66","73"
"전라남도 담양군 담양읍(4671025000)","15,116","549","99","87","95","104","75","89","7,524","277","44","53","48","60","30","42","7,592","272","55","34","47","44","45","47"
"전라남도 담양군 봉산면(4671031000)","2,546","34","10","3","2","4","6","9","1,331","19","5","2","0","2","3","7","1,215","15","5","1","2","2","3","2"
"전라남도 담양군 고서면(4671032000)","2,796","31","10","3","6","3","2","7","1,402","16","5","2","1","3","2","3","1,394","15","5","1","5","0","0","4"
"전라남도 담양군 가사문학면(4671033500)","1,161","9","2","3","2","0","0","2","583","3","0","2","0","0","0","1","578","6","2","1","2","0","0","1"
"전라남도 담양군 창평면(4671034000)","3,340","31","5","4","3","7","8","4","1,706","17","5","3","1","2","4","2","1,634","14","0","1","2","5","4","2"
"전라남도 담양군 대덕면(4671035000)","1,822","21","6","6","4","0","2","3","928","12","4","4","3","0","0","1","894","9","2","2","1","0","2","2"
"전라남도 담양군 무정면(4671036000)","2,268","39","7","7","9","9","5","2","1,172","18","4","3","6","2","1","2","1,096","21","3","4","3","7","4","0"
"전라남도 담양군 금성면(4671037000)","2,407","28","5","3","11","5","4","0","1,235","11","2","2","4","1","2","0","1,172","17","3","1","7","4","2","0"
"전라남도 담양군 용면(4671038000)","1,710","23","4","4","3","6","1","5","863","14","2","4","1","4","1","2","847","9","2","0","2","2","0","3"
"전라남도 담양군 월산면(4671039000)","2,178","24","4","3","5","5","4","3","1,135","19","3","2","4","3","4","3","1,043","5","1","1","1","2","0","0"
"전라남도 담양군 수북면(4671040000)","4,695","67","13","10","10","11","11","12","2,399","43","7","6","7","8","8","7","2,296","24","6","4","3","3","3","5"
"전라남도 담양군 대전면(4671041000)","3,992","59","7","10","9","10","8","15","1,990","28","3","3","5","4","5","8","2,002","31","4","7","4","6","3","7"
"전라남도 곡성군 (4672000000)","27,657","413","92","77","60","60","53","71","13,814","197","42","34","35","29","27","30","13,843","216","50","43","25","31","26","41"
"전라남도 곡성군 곡성읍(4672025000)","8,049","189","40","29","26","29","30","35","3,926","94","21","12","17","17","14","13","4,123","95","19","17","9","12","16","22"
"전라남도 곡성군 오곡면(4672031000)","1,748","18","3","5","1","3","3","3","868","5","1","2","0","0","2","0","880","13","2","3","1","3","1","3"
"전라남도 곡성군 삼기면(4672032000)","1,664","17","1","6","4","2","2","2","838","13","1","3","3","2","2","2","826","4","0","3","1","0","0","0"
"전라남도 곡성군 석곡면(4672033000)","2,171","25","6","4","5","3","0","7","1,051","11","3","4","0","1","0","3","1,120","14","3","0","5","2","0","4"
"전라남도 곡성군 목사동면(4672034000)","1,344","9","1","2","2","0","2","2","692","6","1","0","1","0","2","2","652","3","0","2","1","0","0","0"
"전라남도 곡성군 죽곡면(4672035000)","1,960","19","6","3","2","2","2","4","964","4","0","1","1","0","0","2","996","15","6","2","1","2","2","2"
"전라남도 곡성군 고달면(4672036000)","1,071","7","1","1","1","2","0","2","563","5","1","0","1","2","0","1","508","2","0","1","0","0","0","1"
"전라남도 곡성군 옥과면(4672037000)","4,117","69","17","12","12","12","7","9","2,082","34","7","6","9","5","3","4","2,035","35","10","6","3","7","4","5"
"전라남도 곡성군 입면(4672038000)","2,336","22","7","4","2","3","4","2","1,204","4","2","0","0","0","2","0","1,132","18","5","4","2","3","2","2"
"전라남도 곡성군 겸면(4672039000)","1,669","14","3","3","3","2","1","2","822","6","2","0","1","2","0","1","847","8","1","3","2","0","1","1"
"전라남도 곡성군 오산면(4672040000)","1,528","24","7","8","2","2","2","3","804","15","3","6","2","0","2","2","724","9","4","2","0","2","0","1"
"전라남도 구례군 (4673000000)","24,337","337","56","71","26","56","67","61","11,905","166","23","31","16","28","32","36","12,432","171","33","40","10","28","35","25"
"전라남도 구례군 구례읍(4673025000)","10,639","232","35","53","16","39","50","39","5,172","113","15","23","10","20","24","21","5,467","119","20","30","6","19","26","18"
"전라남도 구례군 문척면(4673031000)","1,307","12","1","3","0","5","1","2","678","8","0","2","0","3","1","2","629","4","1","1","0","2","0","0"
"전라남도 구례군 간전면(4673032000)","1,389","11","3","2","2","1","2","1","682","6","1","2","2","0","0","1","707","5","2","0","0","1","2","0"
"전라남도 구례군 토지면(4673033000)","2,420","12","3","2","1","0","3","3","1,190","6","1","1","0","0","1","3","1,230","6","2","1","1","0","2","0"
"전라남도 구례군 마산면(4673034000)","2,356","19","2","3","3","3","2","6","1,151","7","0","0","1","2","2","2","1,205","12","2","3","2","1","0","4"
"전라남도 구례군 광의면(4673035000)","2,160","26","6","2","4","3","7","4","1,062","14","5","0","3","1","3","2","1,098","12","1","2","1","2","4","2"
"전라남도 구례군 용방면(4673036000)","1,300","10","4","2","0","2","0","2","636","5","1","1","0","1","0","2","664","5","3","1","0","1","0","0"
"전라남도 구례군 산동면(4673037000)","2,766","15","2","4","0","3","2","4","1,334","7","0","2","0","1","1","3","1,432","8","2","2","0","2","1","1"
"전라남도 고흥군 (4677000000)","58,976","959","170","174","169","140","153","153","29,289","495","85","93","86","66","82","83","29,687","464","85","81","83","74","71","70"
"전라남도 고흥군 고흥읍(4677025000)","12,279","383","70","58","60","64","72","59","6,029","203","34","35","32","32","38","32","6,250","180","36","23","28","32","34","27"
"전라남도 고흥군 도양읍(4677025300)","9,141","186","31","34","36","25","23","37","4,507","87","15","18","17","10","11","16","4,634","99","16","16","19","15","12","21"
"전라남도 고흥군 도양읍소록출장소(4677025400)","482","18","1","4","2","4","3","4","251","12","0","4","2","2","2","2","231","6","1","0","0","2","1","2"
"전라남도 고흥군 도양읍시산출장소(4677025500)","188","3","1","0","0","1","1","0","98","2","1","0","0","0","1","0","90","1","0","0","0","1","0","0"
"전라남도 고흥군 풍양면(4677031000)","2,869","17","2","6","2","2","2","3","1,479","9","1","2","1","1","1","3","1,390","8","1","4","1","1","1","0"
"전라남도 고흥군 도덕면(4677032000)","2,654","23","3","9","6","2","2","1","1,343","12","2","4","2","2","1","1","1,311","11","1","5","4","0","1","0"
"전라남도 고흥군 금산면(4677033000)","3,876","32","6","6","4","5","6","5","1,930","15","4","3","1","3","3","1","1,946","17","2","3","3","2","3","4"
"전라남도 고흥군 도화면(4677034000)","3,487","48","11","13","8","3","7","6","1,730","21","5","5","3","1","4","3","1,757","27","6","8","5","2","3","3"
"전라남도 고흥군 포두면(4677035000)","4,424","36","6","8","5","4","5","8","2,172","18","3","4","3","0","2","6","2,252","18","3","4","2","4","3","2"
"전라남도 고흥군 봉래면(4677036000)","1,770","21","3","5","2","5","3","3","904","15","3","4","0","3","3","2","866","6","0","1","2","2","0","1"
"전라남도 고흥군 점암면(4677037000)","2,533","23","6","3","6","1","5","2","1,279","12","4","1","3","0","3","1","1,254","11","2","2","3","1","2","1"
"전라남도 고흥군 과역면(4677038000)","2,995","30","1","6","9","7","2","5","1,451","14","0","2","7","0","1","4","1,544","16","1","4","2","7","1","1"
"전라남도 고흥군 남양면(4677039000)","2,124","18","3","2","7","2","2","2","1,049","14","2","1","6","1","2","2","1,075","4","1","1","1","1","0","0"
"전라남도 고흥군 동강면(4677040000)","2,802","38","6","4","11","4","4","9","1,404","18","2","2","4","2","3","5","1,398","20","4","2","7","2","1","4"
"전라남도 고흥군 대서면(4677041000)","2,051","27","8","3","3","4","7","2","1,013","15","3","2","0","3","5","2","1,038","12","5","1","3","1","2","0"
"전라남도 고흥군 두원면(4677042000)","2,792","31","9","7","5","4","4","2","1,369","15","4","3","3","4","0","1","1,423","16","5","4","2","0","4","1"
"전라남도 고흥군 영남면(4677044000)","1,147","13","3","0","0","2","4","4","561","8","2","0","0","2","2","2","586","5","1","0","0","0","2","2"
"전라남도 고흥군 동일면(4677045000)","1,362","12","0","6","3","1","1","1","720","5","0","3","2","0","0","0","642","7","0","3","1","1","1","1"
"전라남도 보성군 (4678000000)","37,559","628","118","120","89","89","98","114","18,473","313","58","59","44","50","53","49","19,086","315","60","61","45","39","45","65"
"전라남도 보성군 보성읍(4678025000)","8,640","248","44","56","33","29","41","45","4,227","135","23","33","17","21","19","22","4,413","113","21","23","16","8","22","23"
"전라남도 보성군 벌교읍(4678025300)","10,875","152","26","21","24","27","24","30","5,290","68","11","8","12","11","13","13","5,585","84","15","13","12","16","11","17"
"전라남도 보성군 노동면(4678031000)","1,104","10","3","2","2","1","0","2","549","6","2","1","0","1","0","2","555","4","1","1","2","0","0","0"
"전라남도 보성군 미력면(4678032000)","1,374","18","3","3","3","5","3","1","705","9","0","2","1","4","2","0","669","9","3","1","2","1","1","1"
"전라남도 보성군 겸백면(4678033000)","1,087","27","8","2","4","8","2","3","554","15","6","0","2","5","2","0","533","12","2","2","2","3","0","3"
"전라남도 보성군 율어면(4678034000)","1,098","14","5","3","3","0","1","2","556","6","2","1","2","0","0","1","542","8","3","2","1","0","1","1"
"전라남도 보성군 복내면(4678035000)","1,528","20","4","4","5","2","0","5","739","9","2","2","2","1","0","2","789","11","2","2","3","1","0","3"
"전라남도 보성군 문덕면(4678036000)","939","8","3","2","0","0","1","2","479","2","1","1","0","0","0","0","460","6","2","1","0","0","1","2"
"전라남도 보성군 조성면(4678037000)","3,352","33","2","4","3","4","10","10","1,628","15","1","0","1","3","6","4","1,724","18","1","4","2","1","4","6"
"전라남도 보성군 득량면(4678038000)","2,526","30","3","6","6","3","8","4","1,257","17","1","3","4","3","5","1","1,269","13","2","3","2","0","3","3"
"전라남도 보성군 득량면예당출장소(4678038500)","1,115","17","4","4","2","3","1","3","530","7","2","2","1","0","1","1","585","10","2","2","1","3","0","2"
"전라남도 보성군 회천면(4678039000)","2,893","39","10","9","2","6","5","7","1,436","17","4","5","1","1","3","3","1,457","22","6","4","1","5","2","4"
"전라남도 보성군 웅치면(4678040000)","1,028","12","3","4","2","1","2","0","523","7","3","1","1","0","2","0","505","5","0","3","1","1","0","0"
"전라남도 화순군 (4679000000)","59,909","1,346","277","240","220","195","183","231","29,680","713","139","127","115","113","92","127","30,229","633","138","113","105","82","91","104"
"전라남도 화순군 화순읍(4679025000)","38,859","1,128","223","196","182","170","155","202","18,931","599","113","100","98","99","77","112","19,928","529","110","96","84","71","78","90"
"전라남도 화순군 화순읍민원출장소(4679025100)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"전라남도 화순군 한천면(4679031000)","917","14","3","2","2","2","2","3","482","7","3","0","0","2","1","1","435","7","0","2","2","0","1","2"
"전라남도 화순군 한천면영외출장소(4679031500)","400","3","1","0","1","0","0","1","190","1","0","0","1","0","0","0","210","2","1","0","0","0","0","1"
"전라남도 화순군 춘양면(4679032000)","1,598","13","2","2","3","1","2","3","839","8","1","1","2","1","1","2","759","5","1","1","1","0","1","1"
"전라남도 화순군 청풍면(4679033000)","957","2","0","1","1","0","0","0","501","1","0","1","0","0","0","0","456","1","0","0","1","0","0","0"
"전라남도 화순군 이양면(4679034000)","1,658","19","5","4","3","3","1","3","845","12","4","3","2","1","0","2","813","7","1","1","1","2","1","1"
"전라남도 화순군 능주면(4679035000)","2,788","39","10","6","5","7","5","6","1,374","16","4","4","1","4","1","2","1,414","23","6","2","4","3","4","4"
"전라남도 화순군 도곡면(4679036000)","2,698","39","9","5","8","2","11","4","1,398","22","5","4","4","0","6","3","1,300","17","4","1","4","2","5","1"
"전라남도 화순군 도암면(4679037000)","1,297","13","4","4","3","1","0","1","675","8","3","3","1","1","0","0","622","5","1","1","2","0","0","1"
"전라남도 화순군 이서면(4679038000)","932","9","1","2","3","1","0","2","471","4","0","1","1","0","0","2","461","5","1","1","2","1","0","0"
"전라남도 화순군 백아면(4679039500)","1,457","11","1","3","2","2","1","2","750","6","1","2","1","1","1","0","707","5","0","1","1","1","0","2"
"전라남도 화순군 동복면(4679040000)","1,435","10","4","2","1","2","0","1","693","4","1","1","1","1","0","0","742","6","3","1","0","1","0","1"
"전라남도 화순군 사평면(4679041500)","2,000","25","8","8","3","1","3","2","1,035","13","1","6","2","0","2","2","965","12","7","2","1","1","1","0"
"전라남도 화순군 동면(4679042000)","2,913","21","6","5","3","3","3","1","1,496","12","3","1","1","3","3","1","1,417","9","3","4","2","0","0","0"
"전라남도 장흥군 (4680000000)","33,952","692","142","109","85","125","105","126","16,794","348","74","59","47","64","45","59","17,158","344","68","50","38","61","60","67"
"전라남도 장흥군 장흥읍(4680025000)","14,635","487","111","73","54","88","72","89","7,167","248","59","39","29","45","31","45","7,468","239","52","34","25","43","41","44"
"전라남도 장흥군 관산읍(4680025300)","4,266","46","6","8","8","8","6","10","2,101","24","2","4","4","5","3","6","2,165","22","4","4","4","3","3","4"
"전라남도 장흥군 대덕읍(4680025600)","2,856","31","8","4","6","5","5","3","1,416","16","5","1","5","3","2","0","1,440","15","3","3","1","2","3","3"
"전라남도 장흥군 용산면(4680031000)","2,055","30","3","2","6","5","7","7","1,038","14","3","1","4","3","2","1","1,017","16","0","1","2","2","5","6"
"전라남도 장흥군 안양면(4680032000)","2,552","31","4","7","5","7","2","6","1,276","16","3","4","3","2","1","3","1,276","15","1","3","2","5","1","3"
"전라남도 장흥군 장동면(4680033000)","1,099","13","5","2","0","1","2","3","543","6","1","2","0","1","1","1","556","7","4","0","0","0","1","2"
"전라남도 장흥군 장평면(4680034000)","1,884","19","1","7","2","3","5","1","946","11","1","4","2","2","1","1","938","8","0","3","0","1","4","0"
"전라남도 장흥군 유치면(4680035000)","900","1","0","1","0","0","0","0","455","0","0","0","0","0","0","0","445","1","0","1","0","0","0","0"
"전라남도 장흥군 부산면(4680036000)","1,315","10","1","1","0","3","3","2","661","5","0","1","0","1","2","1","654","5","1","0","0","2","1","1"
"전라남도 장흥군 회진면(4680037000)","2,390","24","3","4","4","5","3","5","1,191","8","0","3","0","2","2","1","1,199","16","3","1","4","3","1","4"
"전라남도 강진군 (4681000000)","31,666","779","142","144","130","148","99","116","15,593","388","72","68","73","70","47","58","16,073","391","70","76","57","78","52","58"
"전라남도 강진군 강진읍(4681025000)","12,373","386","64","68","62","73","54","65","5,965","181","29","29","35","35","24","29","6,408","205","35","39","27","38","30","36"
"전라남도 강진군 군동면(4681031000)","4,722","229","48","46","40","44","24","27","2,369","122","28","23","22","20","14","15","2,353","107","20","23","18","24","10","12"
"전라남도 강진군 칠량면(4681032000)","1,992","21","3","4","3","2","4","5","996","13","1","2","2","2","3","3","996","8","2","2","1","0","1","2"
"전라남도 강진군 대구면(4681033000)","986","6","1","0","0","1","2","2","486","2","0","0","0","1","1","0","500","4","1","0","0","0","1","2"
"전라남도 강진군 도암면(4681034000)","2,246","23","4","3","5","3","4","4","1,110","12","3","1","2","0","3","3","1,136","11","1","2","3","3","1","1"
"전라남도 강진군 신전면(4681035000)","1,589","16","2","6","2","2","2","2","797","10","2","2","1","2","1","2","792","6","0","4","1","0","1","0"
"전라남도 강진군 성전면(4681036000)","2,556","35","5","8","7","9","3","3","1,277","17","2","6","3","3","1","2","1,279","18","3","2","4","6","2","1"
"전라남도 강진군 작천면(4681037000)","1,627","25","6","2","5","5","3","4","827","15","4","2","4","2","0","3","800","10","2","0","1","3","3","1"
"전라남도 강진군 병영면(4681038000)","1,422","13","4","2","1","4","1","1","686","5","2","1","1","1","0","0","736","8","2","1","0","3","1","1"
"전라남도 강진군 옴천면(4681039000)","565","6","0","2","0","2","1","1","289","3","0","1","0","2","0","0","276","3","0","1","0","0","1","1"
"전라남도 강진군 마량면(4681040000)","1,588","19","5","3","5","3","1","2","791","8","1","1","3","2","0","1","797","11","4","2","2","1","1","1"
"전라남도 해남군 (4682000000)","62,027","1,305","250","205","206","199","207","238","31,262","681","140","110","93","105","114","119","30,765","624","110","95","113","94","93","119"
"전라남도 해남군 해남읍(4682025000)","23,483","807","152","139","115","120","132","149","11,590","426","89","74","51","63","75","74","11,893","381","63","65","64","57","57","75"
"전라남도 해남군 삼산면(4682031000)","2,632","27","5","1","7","4","5","5","1,335","14","2","1","3","3","2","3","1,297","13","3","0","4","1","3","2"
"전라남도 해남군 화산면(4682032000)","2,798","42","7","11","6","6","8","4","1,444","25","6","6","5","3","4","1","1,354","17","1","5","1","3","4","3"
"전라남도 해남군 현산면(4682033000)","2,506","21","5","3","6","2","5","0","1,264","12","3","1","3","2","3","0","1,242","9","2","2","3","0","2","0"
"전라남도 해남군 송지면(4682034000)","5,339","71","10","8","14","13","11","15","2,704","34","5","4","8","4","7","6","2,635","37","5","4","6","9","4","9"
"전라남도 해남군 북평면(4682035000)","2,416","14","3","2","2","1","4","2","1,194","7","1","1","1","1","1","2","1,222","7","2","1","1","0","3","0"
"전라남도 해남군 북일면(4682036000)","1,771","11","1","4","4","0","0","2","882","5","0","1","3","0","0","1","889","6","1","3","1","0","0","1"
"전라남도 해남군 옥천면(4682037000)","2,724","33","10","2","7","3","4","7","1,382","15","5","0","2","2","1","5","1,342","18","5","2","5","1","3","2"
"전라남도 해남군 계곡면(4682038000)","1,999","28","4","2","6","7","5","4","982","14","4","2","1","4","1","2","1,017","14","0","0","5","3","4","2"
"전라남도 해남군 마산면(4682039000)","2,218","27","6","5","4","3","3","6","1,162","15","2","5","2","2","2","2","1,056","12","4","0","2","1","1","4"
"전라남도 해남군 황산면(4682040000)","4,154","50","11","8","9","5","6","11","2,081","21","7","1","1","2","3","7","2,073","29","4","7","8","3","3","4"
"전라남도 해남군 산이면(4682041000)","3,376","75","18","6","12","15","14","10","1,766","40","9","4","7","7","9","4","1,610","35","9","2","5","8","5","6"
"전라남도 해남군 문내면(4682042000)","3,472","62","12","8","7","15","5","15","1,776","33","6","6","2","10","1","8","1,696","29","6","2","5","5","4","7"
"전라남도 해남군 화원면(4682043000)","3,139","37","6","6","7","5","5","8","1,700","20","1","4","4","2","5","4","1,439","17","5","2","3","3","0","4"
"전라남도 영암군 (4683000000)","50,076","1,017","156","173","164","149","153","222","26,445","512","74","80","80","74","86","118","23,631","505","82","93","84","75","67","104"
"전라남도 영암군 영암읍(4683025000)","7,659","151","21","28","27","17","23","35","3,822","75","11","16","11","8","14","15","3,837","76","10","12","16","9","9","20"
"전라남도 영암군 삼호읍(4683025300)","15,075","499","84","78","82","75","76","104","8,122","256","40","35","44","36","46","55","6,953","243","44","43","38","39","30","49"
"전라남도 영암군 삼호읍서부출장소(4683025400)","5,803","135","20","26","22","20","21","26","3,576","68","8","9","11","13","13","14","2,227","67","12","17","11","7","8","12"
"전라남도 영암군 덕진면(4683031000)","1,633","20","3","2","5","3","3","4","837","11","0","1","3","2","2","3","796","9","3","1","2","1","1","1"
"전라남도 영암군 금정면(4683032000)","1,926","19","0","4","2","2","3","8","993","12","0","3","2","1","1","5","933","7","0","1","0","1","2","3"
"전라남도 영암군 신북면(4683033000)","3,321","35","5","7","7","5","7","4","1,693","19","2","6","3","3","3","2","1,628","16","3","1","4","2","4","2"
"전라남도 영암군 시종면(4683034000)","3,162","45","5","12","4","5","6","13","1,647","15","3","4","0","2","2","4","1,515","30","2","8","4","3","4","9"
"전라남도 영암군 도포면(4683035000)","2,000","17","4","4","2","2","1","4","1,046","7","1","1","2","1","0","2","954","10","3","3","0","1","1","2"
"전라남도 영암군 군서면(4683036000)","2,962","29","3","2","3","9","4","8","1,468","9","0","1","0","1","2","5","1,494","20","3","1","3","8","2","3"
"전라남도 영암군 서호면(4683037000)","1,745","12","2","2","3","2","1","2","854","8","1","1","1","2","1","2","891","4","1","1","2","0","0","0"
"전라남도 영암군 학산면(4683038000)","2,754","31","5","4","4","6","3","9","1,348","20","5","2","2","4","1","6","1,406","11","0","2","2","2","2","3"
"전라남도 영암군 미암면(4683039000)","2,036","24","4","4","3","3","5","5","1,039","12","3","1","1","1","1","5","997","12","1","3","2","2","4","0"
"전라남도 무안군 (4684000000)","95,659","3,862","708","653","611","626","651","613","48,111","1,926","336","332","296","330","319","313","47,548","1,936","372","321","315","296","332","300"
"전라남도 무안군 무안읍(4684025000)","10,532","263","48","33","49","46","45","42","5,253","116","23","18","20","21","14","20","5,279","147","25","15","29","25","31","22"
"전라남도 무안군 일로읍(4684025300)","25,627","2,094","342","367","350","337","372","326","12,733","1,052","163","182","164","180","186","177","12,894","1,042","179","185","186","157","186","149"
"전라남도 무안군 삼향읍(4684025600)","4,885","43","9","7","4","7","9","7","2,572","16","4","3","2","1","3","3","2,313","27","5","4","2","6","6","4"
"전라남도 무안군 삼향읍남악출장소(4684025800)","32,395","1,310","280","219","187","207","203","214","15,952","667","132","115","100","111","106","103","16,443","643","148","104","87","96","97","111"
"전라남도 무안군 몽탄면(4684032000)","2,726","16","3","4","1","6","2","0","1,380","12","3","3","0","4","2","0","1,346","4","0","1","1","2","0","0"
"전라남도 무안군 청계면(4684033000)","6,341","40","5","5","6","6","6","12","3,395","18","3","2","4","2","2","5","2,946","22","2","3","2","4","4","7"
"전라남도 무안군 현경면(4684034000)","4,196","28","5","6","5","2","4","6","2,184","12","2","3","2","2","1","2","2,012","16","3","3","3","0","3","4"
"전라남도 무안군 망운면(4684035000)","1,822","16","5","2","4","1","3","1","937","9","4","0","2","1","1","1","885","7","1","2","2","0","2","0"
"전라남도 무안군 해제면(4684036000)","4,384","35","6","6","3","12","4","4","2,269","18","2","3","1","7","3","2","2,115","17","4","3","2","5","1","2"
"전라남도 무안군 운남면(4684037000)","2,751","17","5","4","2","2","3","1","1,436","6","0","3","1","1","1","0","1,315","11","5","1","1","1","2","1"
